GeneID	BN4_540	BN4_541	BN4_770	BN4_771	BN4_772	BN4_773
Gene10185	10	0	0	0	0	0
Gene10186	0	18	16	8	0	0
Gene10187	2	134	42	6	0	419
Gene10188	82	0	0	0	0	0
Gene10189	134	0	0	0	0	0
Gene10190	5	0	0	0	2	4
Gene10191	4	7	1	3	2	0
Gene10192	13	0	0	0	0	0
Gene10193	11	36	15	21	33	0
Gene10194	1	10	0	0	3	2
Gene10195	11	0	0	0	0	0
Gene10196	523	272	254	194	173	1
Gene10197	4	66	0	0	0	0
Gene10198	15	27	4	4	3	2
Gene10199	0	3	3	4	2	0
Gene10200	14	0	0	0	115	0
Gene10201	12	30	5	1	5	4
Gene10202	81	0	0	0	0	0
Gene10203	12	19	4	5	6	8
Gene10204	6	11	43	28	0	0
Gene10205	0	0	0	18	0	0
Gene10206	0	0	0	0	24	0
Gene10207	13	0	0	0	0	0
Gene10208	0	7	6	3	1	0
Gene10209	43	0	0	0	0	0
Gene10210	3	4	1	1	3	0
Gene10211	17	1	0	0	0	0
Gene10212	26	99	0	12	32	0
Gene10213	2	3	2	9	4	3
Gene10214	1	0	0	0	12	0
Gene10215	3	7	4	24	0	3
Gene10216	0	0	0	0	0	91
Gene10217	0	0	14	0	0	0
Gene10218	28	44	30	38	0	0
Gene10219	7	7	1	3	2	0
Gene10220	0	45	77	46	0	0
Gene10221	150	73	58	0	94	310
Gene10222	184	121	24	0	0	0
Gene10223	4	9	4	5	0	1
Gene10224	110	395	117	166	42	0
Gene10225	766	75	22	95	0	0
Gene10226	32	34	3	0	0	0
Gene10227	0	11	0	0	0	0
Gene10228	6	33	0	5	64	0
Gene10229	3	2	3	4	0	0
Gene10230	19	0	0	0	55	0
Gene10231	20	18	0	18	0	0
Gene10232	7	0	0	0	85	0
Gene10233	16	0	0	0	0	0
Gene10234	40	28	0	16	0	38
Gene10235	14	11	0	0	0	0
Gene10236	59	0	0	0	0	0
Gene10237	29	46	46	16	0	0
Gene10238	3	60	0	0	0	0
Gene10239	28	0	0	0	35	0
Gene10240	0	52	70	0	0	0
Gene10241	6	8	0	10	32	0
Gene10242	13	0	0	0	0	0
Gene10243	5	0	0	0	63	201
Gene10244	46	3	0	0	0	43
Gene10245	20	0	0	0	0	0
Gene10246	13	16	1	3	2	10
Gene10247	19	25	23	11	0	0
Gene10248	23	0	0	0	0	0
Gene10249	11	0	0	0	0	0
Gene10250	0	0	21	0	0	0
Gene10251	12	8	4	9	17	38
Gene10252	0	0	0	0	0	23
Gene10253	7	17	3	1	1	0
Gene10254	22	0	0	0	136	0
Gene10255	0	27	0	0	0	0
Gene10256	0	0	0	0	17	0
Gene10257	26	13	0	0	0	0
Gene10258	6	3	12	6	26	0
Gene10259	38	48	0	0	43	0
Gene10260	0	262	0	0	0	0
Gene10261	0	5	1	1	3	0
Gene10262	25	0	0	0	0	0
Gene10263	2	5	0	2	8	0
Gene10264	0	0	34	0	0	0
Gene10265	0	6	5	2	0	0
Gene10266	11	5	5	2	13	3
Gene10267	0	0	0	0	17	0
Gene10268	13	11	6	3	6	5
Gene10269	0	27	0	0	0	0
Gene10270	11	0	0	0	39	0
Gene10271	38	98	0	0	23	0
Gene10272	49	71	35	117	13	493
Gene10273	3	5	3	1	1	0
Gene10274	2	8	1	0	0	1
Gene10275	231	0	0	0	85	47
Gene10276	477	17	106	88	29	125
Gene10277	4	14	0	0	1	0
Gene10278	36	218	70	73	0	0
Gene10279	0	1	1	0	0	21
Gene10280	0	5	2	11	0	0
Gene10281	21	0	0	0	0	0
Gene10282	0	0	0	0	0	11
Gene10283	11	10	0	0	0	0
Gene10284	2	4	1	2	2	4
Gene10285	3	9	11	4	0	0
Gene10286	2	21	0	0	3	0
Gene10287	0	92	0	22	0	0
Gene10288	68	0	0	0	0	0
Gene10289	57	0	0	0	0	0
Gene10290	8	0	0	0	0	29
Gene10291	2	4	0	3	2	0
Gene10292	10	11	7	4	5	17
Gene10293	1	2	0	0	6	1
Gene10294	19	0	0	0	0	0
Gene10295	0	0	0	0	0	22
Gene10296	1	18	18	155	9	0
Gene10297	66	0	0	0	0	158
Gene10298	0	0	0	0	0	25
Gene10299	0	8	4	9	0	0
Gene10300	29	0	0	0	0	0
Gene10301	2	8	1	0	1	0
Gene10302	12	100	36	43	0	0
Gene10303	6	36	29	153	0	0
Gene10304	29	0	0	0	0	0
Gene10305	13	0	0	0	0	0
Gene10306	1	5	3	2	0	0
Gene10307	26	0	0	0	0	0
Gene10308	3	5	1	0	1	1
Gene10309	9	0	0	0	7	0
Gene10310	10	12	1	95	0	0
Gene10311	5	8	0	3	6	2
Gene10312	45	139	19	13	81	0
Gene10313	22	0	0	0	0	0
Gene10314	36	31	0	0	0	0
Gene10315	0	0	0	0	102	44
Gene10316	17	0	0	0	0	0
Gene10317	0	0	0	0	944	0
Gene10318	0	66	26	45	0	0
Gene10319	4	6	2	0	2	1
Gene10320	24	40	11	6	15	93
Gene10321	975	1561	0	3	3226	0
Gene10322	1	4	4	6	0	1
Gene10323	0	0	0	0	0	25
Gene10324	16	27	2	16	15	4
Gene10325	16	80	0	0	0	0
Gene10326	9	0	0	0	0	41
Gene10327	5	13	5	15	0	0
Gene10328	27	24	0	0	16	0
Gene10329	53	0	0	0	136	0
Gene10330	2	11	0	0	1	1
Gene10331	0	0	23	0	0	0
Gene10332	19	16	11	26	14	1
Gene10333	17	32	0	0	0	0
Gene10334	0	0	0	0	238	0
Gene10335	34	0	0	0	0	0
Gene10336	0	0	0	0	21	0
Gene10337	0	0	0	11	0	0
Gene10338	15	0	0	0	0	0
Gene10339	91	0	0	0	0	0
Gene10340	17	87	6	1	16	0
Gene10341	15	8	0	0	19	0
Gene10342	3	3	0	1	2	4
Gene10343	27	0	0	0	18	0
Gene10344	40	0	0	0	0	0
Gene10345	0	0	0	11	0	0
Gene10346	5	7	2	0	0	6
Gene10347	0	0	13	0	0	0
Gene10348	6	13	2	7	5	0
Gene10349	23	0	0	0	0	0
Gene10350	23	39	18	23	3	0
Gene10351	11	0	0	0	0	0
Gene10352	8	0	0	0	30	0
Gene10353	8	20	5	7	1	2
Gene10354	179	106	33	0	133	205
Gene10355	0	22	15	4	0	0
Gene10356	0	0	12	0	0	0
Gene10357	1	0	0	0	1	16
Gene10358	0	0	0	14	0	0
Gene10359	12	37	0	0	25	0
Gene10360	0	0	0	0	0	13
Gene10361	11	0	0	0	0	0
Gene10362	5	5	2	2	0	4
Gene10363	0	0	0	0	60	0
Gene10364	0	0	0	0	0	20
Gene10365	0	44	0	0	0	0
Gene10366	5	9	4	8	4	1
Gene10367	0	2	0	0	2	14
Gene10368	0	0	0	0	14	30
Gene10369	0	0	17	0	0	0
Gene10370	12	0	0	0	0	0
Gene10371	1	5	4	2	1	0
Gene10372	0	0	0	0	0	25
Gene10373	0	0	1	97	0	0
Gene10374	4	6	2	3	2	10
Gene10375	1	0	0	0	0	9
Gene10376	0	182	0	0	0	0
Gene10377	0	161	58	0	0	0
Gene10378	50	0	0	0	54	0
Gene10379	0	0	22	0	0	0
Gene10380	12	21	10	6	6	12
Gene10381	0	0	0	0	13	0
Gene10382	0	0	83	0	0	0
Gene10383	6	17	2	1	4	2
Gene10384	0	0	0	0	0	61
Gene10385	5	24	0	0	0	0
Gene10386	277	356	172	542	36	208
Gene10387	3	9	5	3	2	6
Gene10388	5	1	0	0	1	3
Gene10389	31	0	0	0	0	0
Gene10390	42	72	0	0	58	0
Gene10391	9	7	7	3	0	1
Gene10392	0	0	0	0	38	0
Gene10393	78	288	120	426	68	0
Gene10394	0	0	19	0	0	0
Gene10395	81	421	317	631	48	131
Gene10396	3	2	2	5	0	0
Gene10397	0	39	5	0	0	0
Gene10398	65	0	0	0	0	0
Gene10399	335	106	87	0	92	0
Gene10400	1	3	0	0	2	4
Gene10401	0	0	60	0	0	0
Gene10402	2	0	0	0	10	0
Gene10403	43	0	0	0	0	0
Gene10404	10	0	0	0	0	0
Gene10405	27	0	0	0	0	0
Gene10406	5	9	0	4	5	0
Gene10407	0	0	0	0	23	0
Gene10408	0	0	0	0	0	34
Gene10409	68	20	0	0	0	0
Gene10410	0	0	0	0	12	0
Gene10411	0	43	0	0	0	0
Gene10412	0	0	0	0	16	0
Gene10413	9	5	0	0	0	0
Gene10414	12	0	0	0	0	0
Gene10415	31	0	0	0	0	0
Gene10416	0	0	0	0	59	269
Gene10417	23	0	0	0	0	0
Gene10418	31	0	0	0	0	0
Gene10419	11	0	0	0	0	0
Gene10420	0	8	0	0	1	1
Gene10421	20	0	0	0	0	0
Gene10422	15	6	5	9	3	3
Gene10423	10	12	5	0	4	2
Gene10424	229	0	0	0	0	0
Gene10425	0	0	0	0	12	0
Gene10426	0	0	17	0	0	0
Gene10427	1	0	1	1	3	26
Gene10428	4	0	0	1	1	4
Gene10429	9	0	0	0	0	60
Gene10430	0	30	0	27	0	0
Gene10431	6	10	0	1	5	0
Gene10432	15	0	0	0	3	0
Gene10433	10	0	0	0	0	0
Gene10434	4	0	0	9	0	0
Gene10435	1	7	0	7	0	37
Gene10436	3	13	1	4	3	4
Gene10437	0	0	0	0	0	32
Gene10438	4	6	4	1	1	1
Gene10439	1	9	0	0	0	0
Gene10440	24	0	0	0	0	0
Gene10441	11	0	0	0	0	0
Gene10442	10	7	5	1	5	3
Gene10443	14	0	0	0	0	0
Gene10444	0	0	13	0	0	0
Gene10445	0	0	18	0	0	0
Gene10446	3	9	8	9	0	9
Gene10447	0	0	0	0	0	343
Gene10448	9	13	4	3	6	5
Gene10449	0	0	0	0	14	0
Gene10450	11	33	0	9	0	63
Gene10451	19	0	0	0	0	0
Gene10452	4	8	3	4	1	1
Gene10453	0	0	0	0	333	0
Gene10454	3	1	0	0	7	0
Gene10455	7	11	3	1	4	11
Gene10456	7	6	4	0	5	8
Gene10457	12	6	1	0	1	0
Gene10458	0	0	0	0	16	0
Gene10459	10	0	0	0	0	0
Gene10460	10	0	0	0	0	0
Gene10461	6	2	2	7	3	0
Gene10462	0	0	0	0	38	0
Gene10463	11	0	0	0	0	50
Gene10464	14	25	59	0	142	403
Gene10465	4	4	0	0	3	0
Gene10466	6	12	5	6	7	4
Gene10467	0	57	0	0	0	0
Gene10468	33	83	0	0	32	0
Gene10469	4	187	62	64	0	0
Gene10470	34	10	0	0	13	0
Gene10471	11	195	0	0	0	0
Gene10472	0	11	5	1	0	2
Gene10473	0	0	61	0	0	0
Gene10474	0	107	0	0	5	0
Gene10475	14	78	10	9	0	0
Gene10476	0	0	0	0	0	18
Gene10477	0	0	124	0	0	0
Gene10478	23	0	0	0	0	0
Gene10479	2	0	0	0	8	0
Gene10480	34	0	0	0	0	0
Gene10481	18	258	0	0	29	0
Gene10482	47	0	0	0	0	0
Gene10483	206	0	0	0	0	0
Gene10484	0	0	13	0	0	0
Gene10485	2	1	0	0	4	4
Gene10486	22	0	0	0	0	0
Gene10487	42	91	76	91	5	0
Gene10488	32	53	10	9	26	31
Gene10489	74	121	23	0	49	47
Gene10490	35	0	0	0	0	0
Gene10491	98	0	0	0	0	0
Gene10492	6	14	0	0	0	0
Gene10493	41	282	0	0	99	0
Gene10494	900	391	794	565	410	32
Gene10495	6	72	0	0	0	0
Gene10496	21	0	0	0	0	0
Gene10497	1	0	0	0	0	9
Gene10498	25	0	0	0	43	0
Gene10499	17	0	0	0	0	0
Gene10500	17	0	0	0	0	0
Gene10501	8	17	4	6	8	72
Gene10502	0	55	0	0	0	0
Gene10503	0	0	21	0	0	0
Gene10504	229	146	202	154	0	0
Gene10505	4	7	1	7	1	0
Gene10506	115	281	126	79	202	0
Gene10507	22	52	20	18	0	0
Gene10508	0	113	31	19	0	0
Gene10509	0	42	0	0	0	0
Gene10510	0	119	71	42	0	0
Gene10511	0	0	3	35	0	0
Gene10512	4	0	0	0	0	13
Gene10513	148	0	0	0	187	0
Gene10514	18	0	0	0	0	0
Gene10515	0	0	0	0	201	651
Gene10516	3	7	0	0	1	1
Gene10517	0	0	19	0	0	0
Gene10518	93	0	0	0	232	85
Gene10519	3	12	41	30	0	0
Gene10520	25	0	0	0	0	0
Gene10521	6	10	0	6	3	21
Gene10522	0	16	0	1	0	0
Gene10523	100	0	0	0	0	0
Gene10524	9	13	0	0	22	23
Gene10525	168	10	0	0	64	0
Gene10526	0	6	7	13	0	0
Gene10527	16	14	0	0	0	0
Gene10528	34	0	0	0	0	0
Gene10529	13	0	0	0	6	0
Gene10530	0	8	1	2	0	1
Gene10531	5	11	3	0	0	1
Gene10532	1	0	0	16	0	0
Gene10533	1	12	2	4	0	2
Gene10534	0	0	0	0	21	0
Gene10535	5	10	1	0	8	8
Gene10536	0	0	0	35	0	0
Gene10537	0	0	0	0	24	0
Gene10538	3	3	0	4	0	0
Gene10539	23	0	0	0	0	0
Gene10540	21	0	0	0	0	0
Gene10541	39	0	0	0	0	0
Gene10542	63	36	0	148	77	0
Gene10543	0	0	11	0	0	0
Gene10544	3	1	8	0	2	0
Gene10545	3	48	0	0	0	0
Gene10546	39	33	0	38	0	0
Gene10547	0	0	0	0	0	15
Gene10548	1	8	1	4	0	0
Gene10549	23	0	0	0	0	0
Gene10550	11	0	0	0	0	0
Gene10551	4	7	1	7	1	0
Gene10552	109	89	9	0	297	0
Gene10553	0	0	14	0	0	0
Gene10554	155	21	0	0	57	0
Gene10555	191	0	0	0	0	0
Gene10556	17	0	0	0	43	0
Gene10557	15	0	0	0	0	0
Gene10558	1	6	1	2	3	0
Gene10559	12	0	0	0	12	63
Gene10560	32	96	8	0	0	0
Gene10561	11	14	2	7	9	68
Gene10562	2	9	2	3	1	2
Gene10563	75	28	7	11	48	0
Gene10564	0	0	0	0	0	33
Gene10565	0	0	0	0	0	21
Gene10566	291	558	59	105	165	153
Gene10567	0	0	2	0	0	10
Gene10568	0	12	0	0	0	0
Gene10569	8	43	14	6	0	0
Gene10570	4	5	0	1	1	5
Gene10571	2	5	1	1	0	1
Gene10572	2	0	0	0	0	10
Gene10573	0	0	0	0	246	0
Gene10574	23	0	0	0	0	0
Gene10575	2	12	3	1	2	6
Gene10576	0	0	0	0	73	0
Gene10577	0	3	2	6	0	0
Gene10578	0	0	0	0	11	0
Gene10579	6	11	4	10	1	19
Gene10580	4	0	0	0	27	0
Gene10581	3	6	1	4	7	8
Gene10582	13	0	0	0	0	0
Gene10583	0	0	0	0	55	0
Gene10584	2	0	0	0	4	12
Gene10585	18	0	0	0	309	0
Gene10586	0	0	0	0	37	0
Gene10587	4	12	5	0	3	0
Gene10588	0	0	0	0	40	0
Gene10589	22	0	0	0	0	0
Gene10590	29	0	0	26	0	0
Gene10591	12	31	8	5	7	8
Gene10592	0	0	1	15	0	0
Gene10593	1	5	2	8	0	0
Gene10594	13	19	5	15	7	18
Gene10595	0	2	6	3	0	0
Gene10596	0	0	0	0	40	22
Gene10597	0	7	0	12	0	0
Gene10598	0	0	21	0	0	0
Gene10599	0	67	38	42	22	0
Gene10600	6	13	3	3	0	0
Gene10601	0	0	0	0	54	0
Gene10602	14	12	10	0	5	15
Gene10603	57	27	0	0	17	0
Gene10604	33	1040	752	386	0	94
Gene10605	10	79	0	0	0	0
Gene10606	16	17	10	11	8	0
Gene10607	15	0	0	0	0	0
Gene10608	0	52	0	0	0	0
Gene10609	10	4	2	2	0	0
Gene10610	573	159	0	0	337	0
Gene10611	3	5	1	4	2	0
Gene10612	12	0	0	0	0	0
Gene10613	13	25	14	18	7	1
Gene10614	1	98	142	138	0	0
Gene10615	0	42	0	20	0	0
Gene10616	0	0	0	0	0	20
Gene10617	20	0	0	0	0	0
Gene10618	31	0	0	0	0	0
Gene10619	0	0	0	21	0	0
Gene10620	0	0	0	0	39	0
Gene10621	14	0	0	0	10	21
Gene10622	0	0	11	0	0	0
Gene10623	4	20	7	18	8	0
Gene10624	0	16	20	11	0	0
Gene10625	1	0	0	0	1	15
Gene10626	2	3	3	1	1	15
Gene10627	275	150	20	139	88	0
Gene10628	0	0	196	0	0	0
Gene10629	13	3	0	0	0	0
Gene10630	5	2	1	0	1	3
Gene10631	47	0	0	0	0	0
Gene10632	4	20	6	6	2	1
Gene10633	9	4	0	0	0	0
Gene10634	0	0	0	0	0	21
Gene10635	14	0	0	0	27	0
Gene10636	68	0	0	0	0	0
Gene10637	4	13	5	4	4	2
Gene10638	1732	290	14	73	1035	553
Gene10639	25	0	0	0	0	0
Gene10640	0	10	2	1	0	0
Gene10641	0	4	6	4	1	0
Gene10642	21	6	2	4	2	4
Gene10643	0	0	24	0	0	0
Gene10644	0	0	0	0	0	117
Gene10645	22	47	45	19	43	0
Gene10646	0	39	0	0	0	0
Gene10647	0	0	40	0	0	0
Gene10648	22	18	26	27	20	0
Gene10649	22	0	0	0	45	0
Gene10650	18	11	25	31	21	0
Gene10651	37	0	0	0	0	0
Gene10652	7	19	9	6	0	8
Gene10653	125	432	0	0	242	0
Gene10654	0	0	15	0	0	0
Gene10655	17	36	1	0	9	0
Gene10656	65	340	0	0	60	0
Gene10657	15	8	5	4	4	3
Gene10658	11	0	0	1	4	7
Gene10659	9	9	0	4	0	0
Gene10660	20	0	0	0	0	0
Gene10661	0	62	92	53	0	0
Gene10662	0	0	11	0	0	0
Gene10663	281	667	370	170	247	0
Gene10664	15	4	0	0	16	0
Gene10665	0	0	0	0	18	0
Gene10666	0	0	0	32	0	0
Gene10667	17	0	0	0	23	0
Gene10668	1	11	1	0	1	0
Gene10669	21	0	0	0	0	0
Gene10670	0	1	1	2	0	11
Gene10671	27	0	0	0	12	0
Gene10672	4	8	0	0	0	0
Gene10673	6	3	1	0	0	2
Gene10674	3	0	0	0	10	0
Gene10675	1716	0	0	0	0	0
Gene10676	0	14	0	0	0	0
Gene10677	10	0	0	0	0	0
Gene10678	2	48	11	17	0	0
Gene10679	0	1	0	0	1	23
Gene10680	1	682	120	31	0	0
Gene10681	11	0	0	0	0	0
Gene10682	23	0	0	1	0	0
Gene10683	0	0	0	0	0	13
Gene10684	10	0	0	0	0	0
Gene10685	1	2	12	88	0	0
Gene10686	10	0	0	0	22	0
Gene10687	0	5	7	0	0	1
Gene10688	5	6	1	2	1	3
Gene10689	0	15	0	20	0	0
Gene10690	0	0	13	0	1	0
Gene10691	89	0	0	0	0	0
Gene10692	4	2	2	0	1	1
Gene10693	3	10	0	0	0	23
Gene10694	3	22	0	3	2	0
Gene10695	397	240	63	351	58	0
Gene10696	1	2	1	2	1	7
Gene10697	5	0	0	0	20	0
Gene10698	4	2	0	0	8	0
Gene10699	0	0	12	0	0	0
Gene10700	5	8	5	6	2	0
Gene10701	8	14	0	0	0	0
Gene10702	11	0	0	0	0	0
Gene10703	0	9	4	35	0	0
Gene10704	0	0	0	0	31	0
Gene10705	0	5	0	14	41	0
Gene10706	3	10	0	6	7	0
Gene10707	0	0	0	0	0	17
Gene10708	0	15	0	0	0	0
Gene10709	0	0	20	0	0	0
Gene10710	75	0	0	0	0	0
Gene10711	14	0	0	0	0	0
Gene10712	13	0	0	0	0	0
Gene10713	5	4	0	1	2	0
Gene10714	0	0	97	0	0	0
Gene10715	28	70	13	13	0	116
Gene10716	0	8	6	2	0	0
Gene10717	250	0	0	0	0	0
Gene10718	13	0	0	0	0	0
Gene10719	45	0	0	0	0	0
Gene10720	13	0	0	0	27	0
Gene10721	18	0	0	0	0	0
Gene10722	10	0	0	0	0	0
Gene10723	86	116	71	10	71	0
Gene10724	13	0	0	0	0	0
Gene10725	0	7	13	0	17	0
Gene10726	3	4	0	0	4	0
Gene10727	22	7	0	0	0	0
Gene10728	0	0	0	0	32	0
Gene10729	9	0	0	0	71	0
Gene10730	31	36	0	0	0	0
Gene10731	11	0	0	0	0	0
Gene10732	0	3	1	4	0	3
Gene10733	8	6	1	0	3	5
Gene10734	0	5	4	9	0	0
Gene10735	0	0	23	0	0	0
Gene10736	23	27	4	6	9	25
Gene10737	24	0	0	0	0	0
Gene10738	54	0	0	0	0	0
Gene10739	8	23	0	0	3	0
Gene10740	0	0	0	0	0	17
Gene10741	6	8	0	0	0	0
Gene10742	3	0	0	3	0	5
Gene10743	12	0	0	0	0	0
Gene10744	1	10	3	6	0	0
Gene10745	24	0	0	0	0	0
Gene10746	14	0	0	0	0	0
Gene10747	0	11	20	54	40	0
Gene10748	1	5	3	5	0	0
Gene10749	6	7	0	1	1	10
Gene10750	9	9	3	2	1	1
Gene10751	0	9	1	3	1	1
Gene10752	0	0	31	0	0	0
Gene10753	1	0	0	0	0	12
Gene10754	0	0	0	16	0	0
Gene10755	6	12	7	6	2	2
Gene10756	4	3	2	6	2	1
Gene10757	177	390	293	31	0	0
Gene10758	0	0	0	0	15	79
Gene10759	7	7	6	1	2	0
Gene10760	0	0	0	0	16	0
Gene10761	17	52	0	0	0	0
Gene10762	0	0	12	0	0	0
Gene10763	217	210	43	165	0	0
Gene10764	3	1	4	0	1	3
Gene10765	12	0	0	0	0	0
Gene10766	0	0	0	0	17	0
Gene10767	15	0	0	0	0	0
Gene10768	17	0	0	0	18	0
Gene10769	5	0	0	0	24	0
Gene10770	0	0	0	0	0	47
Gene10771	4	1	1	6	2	28
Gene10772	0	0	10	0	0	0
Gene10773	0	0	0	0	10	0
Gene10774	42	0	0	0	48	61
Gene10775	4	6	6	1	0	0
Gene10776	0	14	39	3	0	0
Gene10777	11	63	6	12	2	2
Gene10778	76	63	0	0	7	16
Gene10779	11	0	0	0	0	0
Gene10780	0	31	46	39	16	0
Gene10781	22	0	0	0	26	0
Gene10782	18	0	0	0	43	0
Gene10783	361	0	0	0	0	0
Gene10784	10	0	0	0	0	0
Gene10785	22	0	0	0	0	0
Gene10786	29	0	0	0	0	0
Gene10787	5	6	1	0	1	0
Gene10788	29	0	0	0	0	0
Gene10789	42	132	153	222	0	0
Gene10790	0	0	0	0	18	0
Gene10791	142	91	0	0	213	430
Gene10792	24	0	0	0	0	0
Gene10793	12	0	0	0	0	0
Gene10794	0	0	20	0	0	0
Gene10795	8	4	0	0	5	0
Gene10796	0	0	0	0	34	0
Gene10797	16	61	30	37	13	18
Gene10798	4	6	0	0	4	0
Gene10799	10	0	0	0	0	0
Gene10800	32	0	0	0	0	0
Gene10801	3	31	2	1	2	0
Gene10802	13	7	6	5	2	0
Gene10803	153	2527	90	140	141	0
Gene10804	12	0	0	0	0	9
Gene10805	8	69	0	17	0	8
Gene10806	5	44	0	5	0	0
Gene10807	16	0	0	0	0	0
Gene10808	0	0	0	0	37	0
Gene10809	5	16	7	5	2	5
Gene10810	5	6	6	5	2	0
Gene10811	21	3	3	1	22	0
Gene10812	24	0	0	0	0	0
Gene10813	14	0	0	0	0	0
Gene10814	0	0	276	0	0	0
Gene10815	15	0	0	0	0	0
Gene10816	0	0	0	0	0	16
Gene10817	0	0	12	0	0	0
Gene10818	0	0	12	0	0	0
Gene10819	2	0	0	0	22	0
Gene10820	28	0	0	0	0	0
Gene10821	33	0	0	0	0	0
Gene10822	1	6	0	2	1	0
Gene10823	66	0	196	29	0	0
Gene10824	0	0	10	0	0	0
Gene10825	0	4	1	3	2	0
Gene10826	12	0	0	0	0	0
Gene10827	8	0	0	0	145	0
Gene10828	1	12	0	0	33	3
Gene10829	0	0	0	0	15	0
Gene10830	7	47	14	2	0	0
Gene10831	0	0	0	17	0	0
Gene10832	3	10	0	0	0	0
Gene10833	50	0	0	0	0	0
Gene10834	0	10	0	0	0	0
Gene10835	16	0	0	0	0	0
Gene10836	14	0	0	0	0	0
Gene10837	5	2	0	3	0	0
Gene10838	0	10	6	3	0	0
Gene10839	19	0	0	0	9	0
Gene10840	0	219	0	0	0	0
Gene10841	25	25	0	0	0	0
Gene10842	0	0	0	0	0	20
Gene10843	0	1	4	5	0	0
Gene10844	0	2	14	0	0	0
Gene10845	21	0	0	0	62	0
Gene10846	0	0	0	25	0	0
Gene10847	9	0	0	0	5	0
Gene10848	6	2	2	2	0	0
Gene10849	5	16	9	0	0	0
Gene10850	2	120	91	33	0	0
Gene10851	0	0	0	0	212	0
Gene10852	6	7	1	3	2	0
Gene10853	18	16	3	5	3	21
Gene10854	25	0	0	0	0	0
Gene10855	0	7	11	5	0	0
Gene10856	0	17	0	0	0	0
Gene10857	14	10	0	0	0	0
Gene10858	1	7	4	5	1	1
Gene10859	24	0	0	0	0	0
Gene10860	10	0	0	0	0	0
Gene10861	2	7	0	10	0	2
Gene10862	0	0	0	0	39	0
Gene10863	0	0	0	0	24	0
Gene10864	308	0	0	0	0	0
Gene10865	10	0	0	0	0	0
Gene10866	0	0	10	0	0	0
Gene10867	0	0	12	0	0	0
Gene10868	58	0	0	0	0	0
Gene10869	2	3	5	6	3	1
Gene10870	4	1	2	0	3	1
Gene10871	48	68	0	0	60	31
Gene10872	0	0	12	0	0	0
Gene10873	0	33	14	21	0	0
Gene10874	7	0	0	0	34	0
Gene10875	10	30	10	6	7	4
Gene10876	1	9	0	0	0	7
Gene10877	59	106	15	30	0	0
Gene10878	14	0	0	0	0	0
Gene10879	5	0	0	0	26	0
Gene10880	18	23	0	0	0	0
Gene10881	13	0	56	54	7	0
Gene10882	15	0	0	0	0	0
Gene10883	0	0	0	0	43	0
Gene10884	17	0	0	0	0	0
Gene10885	0	0	19	10	0	0
Gene10886	0	0	12	0	5	25
Gene10887	0	0	0	0	21	0
Gene10888	18	0	0	0	0	0
Gene10889	12	0	0	0	0	0
Gene10890	258	0	0	0	0	0
Gene10891	1	18	15	6	0	0
Gene10892	0	130	0	0	0	0
Gene10893	83	75	27	20	106	0
Gene10894	1	3	1	1	6	1
Gene10895	152	91	31	0	130	0
Gene10896	1	3	1	4	5	9
Gene10897	0	39	23	124	0	0
Gene10898	51	0	0	0	0	0
Gene10899	8	0	0	0	6	0
Gene10900	22	0	0	0	36	0
Gene10901	167	105	748	495	0	0
Gene10902	5	7	0	0	0	0
Gene10903	0	0	0	0	0	25
Gene10904	193	246	105	114	0	0
Gene10905	28	0	0	0	0	0
Gene10906	271	48	0	0	50	214
Gene10907	3	6	3	4	0	2
Gene10908	1	0	0	0	0	14
Gene10909	20	27	37	0	0	0
Gene10910	12	71	0	0	0	0
Gene10911	10	0	0	0	0	0
Gene10912	5	0	0	0	10	0
Gene10913	11	9	5	5	6	0
Gene10914	4	11	0	0	0	0
Gene10915	0	17	0	12	0	0
Gene10916	18	0	0	0	0	0
Gene10917	1	15	12	20	0	0
Gene10918	41	0	0	17	114	0
Gene10919	10	4	4	0	0	0
Gene10920	4	1	0	0	1	31
Gene10921	11	0	0	0	0	0
Gene10922	22	16	0	0	0	0
Gene10923	48	0	0	0	0	0
Gene10924	18	0	0	0	0	0
Gene10925	68	0	0	0	112	0
Gene10926	24	10	0	0	32	0
Gene10927	0	44	0	0	0	0
Gene10928	0	0	0	0	27	0
Gene10929	0	15	0	38	0	0
Gene10930	12	0	0	0	0	0
Gene10931	10	0	0	0	0	0
Gene10932	30	318	0	0	0	0
Gene10933	9	16	0	2	3	0
Gene10934	0	98	0	0	0	0
Gene10935	17	0	0	0	0	0
Gene10936	0	0	0	0	66	0
Gene10937	1	2	0	0	3	6
Gene10938	36	40	4	17	0	0
Gene10939	0	6	1	4	0	0
Gene10940	14	0	0	0	0	0
Gene10941	4	3	1	2	2	0
Gene10942	3	9	3	3	1	1
Gene10943	3	11	5	4	3	0
Gene10944	0	0	0	0	11	0
Gene10945	2	17	6	6	5	1
Gene10946	9	7	0	0	0	0
Gene10947	10	118	0	0	0	0
Gene10948	15	0	0	0	0	0
Gene10949	3	4	1	1	1	0
Gene10950	0	0	0	0	10	0
Gene10951	10	0	0	0	17	0
Gene10952	0	0	0	0	38	0
Gene10953	3	26	2	3	4	8
Gene10954	15	0	0	0	0	0
Gene10955	1481	1908	969	950	496	255
Gene10956	0	0	13	0	0	0
Gene10957	0	21	20	0	0	0
Gene10958	19	6	0	0	0	0
Gene10959	0	0	15	0	0	0
